"Laius (mm)","Paksus (mm)","Dimensiooniühik","Nimi","Toote mall","Toote mall/Nimi","Laius (mm)","Pikkus (mm)","Paksus (mm)","Lukusta laius?","Lukusta pikkus?","Lukusta paksus?","ID","Pikkus (mm)"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39307","2100.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39308","2400.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39309","2700.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39310","3000.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39311","3300.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39312","3600.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39313","3900.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39314","4200.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39315","4500.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39316","4800.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39317","5100.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","41458","5700.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39318","2100.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39319","2400.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39320","2700.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39321","3000.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39322","3300.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39323","3600.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39324","3900.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39325","4200.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39326","4500.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39327","4800.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","39328","5100.0"
"120.0","20.0","mm","Termomänd 20x120 UYS","Termomänd 20x120 UYS","Termomänd 20x120 UYS","0.0","0.0","0.0","","","","41459","5700.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37079","2100.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37080","2400.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37081","2700.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37082","3000.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37083","3300.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37084","3600.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37085","3900.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37086","4200.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37087","4500.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37088","4800.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37089","5100.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37090","2100.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37091","2400.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37092","2700.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37093","3000.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37094","3300.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37095","3600.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37096","3900.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37097","4200.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37098","4500.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37099","4800.0"
"140.0","20.0","mm","Termomänd 20x140 SHP","Termomänd 20x140 SHP","Termomänd 20x140 SHP","0.0","0.0","0.0","","","","37100","5100.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37010","2100.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37011","2400.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37012","2700.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37013","3000.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37014","3300.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37015","3600.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37016","3900.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37017","4200.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37018","4500.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37019","4800.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37020","5100.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37021","2100.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37022","2400.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37023","2700.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37024","3000.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37025","3300.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37026","3600.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37027","3900.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37028","4200.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37029","4500.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37030","4800.0"
"140.0","20.0","mm","Termomänd 20x140 UYL","Termomänd 20x140 UYL","Termomänd 20x140 UYL","0.0","0.0","0.0","","","","37031","5100.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37055","2100.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37056","2400.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37057","2700.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37058","3000.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37059","3300.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37060","3600.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37061","3900.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37062","4200.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37063","4500.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37064","4800.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37065","5100.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37066","2100.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37067","2400.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37068","2700.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37069","3000.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37070","3300.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37071","3600.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37072","3900.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37073","4200.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37074","4500.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37075","4800.0"
"140.0","20.0","mm","Termomänd 20x140 UYS","Termomänd 20x140 UYS","Termomänd 20x140 UYS","0.0","0.0","0.0","","","","37076","5100.0"
"25.0","25.0","mm","Termomänd 25x25 SHP","Termomänd 25x25 SHP","Termomänd 25x25 SHP","0.0","0.0","0.0","","","","37077","4200.0"
"25.0","25.0","mm","Termomänd 25x25 SHP","Termomänd 25x25 SHP","Termomänd 25x25 SHP","0.0","0.0","0.0","","","","37078","4200.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37123","2100.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37124","2400.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37125","2700.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37126","3000.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37127","3300.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37128","3600.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37129","3900.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37130","4200.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37131","4500.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37132","4800.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37133","5100.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37376","2100.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37377","2400.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37378","2700.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37379","3000.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37380","3300.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37381","3600.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37382","3900.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37383","4200.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37384","4500.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37385","4800.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37386","5100.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37134","2100.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37135","2400.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37136","2700.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37137","3000.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37138","3300.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37139","3600.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37140","3900.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37141","4200.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37142","4500.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37143","4800.0"
"115.0","26.0","mm","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","Termomänd 26x115 D30SG","0.0","0.0","0.0","","","","37144","5100.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37101","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37102","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37103","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37104","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37105","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37106","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37107","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37108","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37346","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37109","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37110","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37111","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37345","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37334","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37335","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37336","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37337","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37338","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37339","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37340","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37341","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37348","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37342","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37343","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37344","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37347","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37112","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37113","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37114","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37115","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37116","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37117","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37118","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37119","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37350","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37120","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37121","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37122","0.0"
"117.0","26.0","mm","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","Termomänd 26x117 Groove5","0.0","0.0","0.0","","","","37349","0.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36789","2100.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36790","2400.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36791","2700.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36792","3000.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36793","3300.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36794","3600.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36795","3900.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36796","4200.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36797","4500.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36798","4800.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36799","5100.0"
