"Laius (mm)","Paksus (mm)","Dimensiooniühik","Nimi","Toote mall","Toote mall/Nimi","Laius (mm)","Pikkus (mm)","Paksus (mm)","Lukusta laius?","Lukusta pikkus?","Lukusta paksus?","ID","Pikkus (mm)"
"200.0","19.0","","Haab 19x200 SMM","Haab 19x200 SMM","Haab 19x200 SMM","0.0","0.0","0.0","","","","42458","2700.0"
"200.0","19.0","","Haab 19x200 SMM","Haab 19x200 SMM","Haab 19x200 SMM","0.0","0.0","0.0","","","","42459","3000.0"
"200.0","19.0","","Haab 19x200 SMM","Haab 19x200 SMM","Haab 19x200 SMM","0.0","0.0","0.0","","","","42452","2100.0"
"200.0","19.0","","Haab 19x200 SMM","Haab 19x200 SMM","Haab 19x200 SMM","0.0","0.0","0.0","","","","42453","2400.0"
"200.0","19.0","","Haab 19x200 SMM","Haab 19x200 SMM","Haab 19x200 SMM","0.0","0.0","0.0","","","","42454","2700.0"
"200.0","19.0","","Haab 19x200 SMM","Haab 19x200 SMM","Haab 19x200 SMM","0.0","0.0","0.0","","","","42455","3000.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42460","2100.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42462","2400.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42469","2700.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42470","3000.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42466","2100.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42468","2400.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42473","2700.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42474","3000.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42463","2100.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42465","2400.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42471","2700.0"
"50.0","19.0","mm","Haab 19x50 SMM","Haab 19x50 SMM","Haab 19x50 SMM","0.0","0.0","0.0","","","","42472","3000.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42475","1800.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42477","2100.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42479","2400.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42481","2700.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42483","3000.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42493","1800.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42495","2100.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42497","2400.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42499","2700.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42501","3000.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42484","1800.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42486","2100.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42488","2400.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42490","2700.0"
"75.0","19.0","mm","Haab 19x75 SMM","Haab 19x75 SMM","Haab 19x75 SMM","0.0","0.0","0.0","","","","42492","3000.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42502","1000.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42503","1200.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42504","1500.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42541","1700.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42506","1800.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42542","2000.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42508","2100.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42510","2400.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42512","2700.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42514","3000.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42528","1000.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42529","1200.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42530","1500.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42545","1700.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42532","1800.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42546","2000.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42534","2100.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42536","2400.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42538","2700.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42540","3000.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42515","1000.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42516","1200.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42517","1500.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42543","1700.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42519","1800.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42544","2000.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42521","2100.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42523","2400.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42525","2700.0"
"95.0","19.0","mm","Haab 19x95 SMM","Haab 19x95 SMM","Haab 19x95 SMM","0.0","0.0","0.0","","","","42527","3000.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42549","1000.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42553","1800.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42555","2100.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42557","2400.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42559","2700.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42561","3000.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42564","1000.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42568","1800.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42570","2100.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42572","2400.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42574","2700.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","42576","3000.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","19577","1000.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","19581","1800.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","19583","2100.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","19585","2400.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","19587","2700.0"
"100.0","25.0","mm","Haab 25x100 SMM","Haab 25x100 SMM","Haab 25x100 SMM","0.0","0.0","0.0","","","","19589","3000.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42577","1800.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42579","2100.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42581","2400.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42583","2700.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42585","3000.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42595","1800.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42597","2100.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42599","2400.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42601","2700.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42603","3000.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42586","1800.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42588","2100.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42590","2400.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42592","2700.0"
"75.0","25.0","mm","Haab 25x75 SMM","Haab 25x75 SMM","Haab 25x75 SMM","0.0","0.0","0.0","","","","42594","3000.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42607","1000.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42608","1200.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42625","1400.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42609","1500.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42610","1600.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42612","1700.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42613","1800.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42615","2100.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42617","2400.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42619","2700.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42621","3000.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42604","400.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42622","500.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42605","600.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42623","700.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42606","800.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42624","900.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42629","1000.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42630","1200.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42647","1400.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42631","1500.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42632","1600.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42634","1700.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42635","1800.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42637","2100.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42639","2400.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42641","2700.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42643","3000.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42626","400.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42644","500.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42627","600.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42645","700.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42628","800.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","42646","900.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20111","1000.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20112","1200.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20129","1400.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20113","1500.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20114","1600.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20116","1700.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20117","1800.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20119","2100.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20121","2400.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20123","2700.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20125","3000.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20108","400.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20126","500.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20109","600.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20127","700.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20110","800.0"
"100.0","32.0","mm","Haab 32x100 SMM","Haab 32x100 SMM","Haab 32x100 SMM","0.0","0.0","0.0","","","","20128","900.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42648","1000.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42681","1200.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42686","1400.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42682","1600.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42649","1800.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42651","2100.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42653","2400.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42655","2700.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42657","3000.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42678","400.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42683","500.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42679","600.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42684","700.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42680","800.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42685","900.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42668","1000.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42699","1200.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42704","1400.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42700","1600.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42669","1800.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42671","2100.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42673","2400.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42675","2700.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42677","3000.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42696","400.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42701","500.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42697","600.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42702","700.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42698","800.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42703","900.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42658","1000.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42690","1200.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42695","1400.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42691","1600.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42659","1800.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42661","2100.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42663","2400.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42665","2700.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42667","3000.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42687","400.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42692","500.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42688","600.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42693","700.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42689","800.0"
"130.0","32.0","mm","Haab 32x130 SMM","Haab 32x130 SMM","Haab 32x130 SMM","0.0","0.0","0.0","","","","42694","900.0"
"150.0","32.0","mm","Haab 32x150 SMM","Haab 32x150 SMM","Haab 32x150 SMM","0.0","0.0","0.0","","","","42705","1800.0"
